InterventionType,InterventionName_lower,Freq
Combination Product,aerosolized all-trans retinoic acid plus oral tamoxifen,1
Combination Product,aerosolized 13 cis retinoic acid plus inhalation inhaled testosterone,1
Combination Product,aerosolized 13 cis retinoic acid plus inhalation administration by nebulization captopril 25mg,1
Combination Product,aerosolized 13 cis retinoic acid in combination with spike protein based vaccine,1
Combination Product,acupuncture and standard care,1
Combination Product,80 ppm nitric oxide delivered through lungfit delivery system,1
Combination Product,4plants/azythromycin,1
Combination Product,150 ppm nitric oxide delivered through lungfit delivery system,1
Combination Product,13 cis retinoic acid doses orally in combination with spike protein based vaccine,1
Biological,zofin,1
Biological,wj-mscs,1
Biological,vxa-cov2-1,1
Biological,viral vector vaccine,1
Biological,viral specific t-cells (vsts),1
Biological,vir-7831 (gen2),1
Biological,"two doses of placebo at the schedule of day 0, 28（middle-dose group）",1
Biological,"two doses of placebo at the schedule of day 0, 14 #middle-dose group#",1
Biological,tak-019,1
Biological,two dose chadox1 ncov-19/covishield 0.5ml,1
Biological,two covid-19 vaccine candidate (tmv-083) administrations - low dose,1
Biological,two covid-19 vaccine candidate (tmv-083) administrations - high dose,1
Biological,trv027,1
Biological,trivalent split influenza vaccine,1
Biological,tozinameran,1
Biological,to monitor the effectiveness of the single dose ad26.cov2.s covid-19 vaccine,1
Biological,tigerase® and best available care,1
Biological,thymic peptides,1
Biological,"three doses of placebo at the schedule of day 0, 14, 28（high-dose group）",1
Biological,"three doses of placebo at the schedule of day 0, 14, 28 #middle-dose group#",1
Biological,"three doses of placebo at the schedule of day 0, 14, 28 #high-dose group#",1
Biological,"three doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28",1
Biological,"three doses of high-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 14, 28",1
Biological,"three doses of high-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28",1
Biological,therapeutic plasma exchange (tpe),1
Biological,thawed plasma,1
Biological,tak-919,1
Biological,two dose chadox1 ncov-19/covishield 0.25ml & 0.5ml,1
Biological,two dose menacwy vaccine,1
Biological,"two doses of placebo at the schedule of day 0, 14 #high-dose group#",1
Biological,two dose menacwy vaccine min. 4 weeks apart,1
Biological,two doses of placebo at the routine vaccination schedule,1
Biological,two doses of placebo at the emergency vaccination schedule,1
Biological,"two doses of pilot scale inactivated sars-cov-2 vaccine at the schedule of day 0,14 in elderly",1
Biological,"two doses of pilot scale inactivated sars-cov-2 vaccine at the schedule of day 0,14",1
Biological,"two doses of middle-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28",1
Biological,"two doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",1
Biological,two doses of medium dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,1
Biological,two doses of medium dosage inactivated sars-cov-2 vaccine at the emergency vaccination schedule,1
Biological,"two doses of inactivated sars-cov-2 vaccine at the schedule of day 0,28 and one dose quadrivalent influenza vaccine on day 14.",1
Biological,"two doses of inactivated sars-cov-2 vaccine at the schedule of day 0,28 and one dose quadrivalent influenza vaccine on day 0 or day 28.",1
Biological,"two doses of high-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28",1
Biological,"two doses of high-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",1
Biological,"two doses of high dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28",1
Biological,two doses of high dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,1
Biological,two doses of high dosage inactivated sars-cov-2 vaccine at the emergency vaccination schedule,1
Biological,"two doses of commercial scale inactivated sars-cov-2 vaccine at the schedule of day 0,14",1
Biological,two doses of bnt162b2 vaccine,1
Biological,chadox1 ncov-19 half boost,1
Biological,chadox1 ncov-19 0.5ml prime plus boost,1
Drug,deltarex-g,1
Behavioral,internet-delivered cognitive behavior therapy (icbt) for dysfunctional worry related to the covid-19 pandemic,1
Behavioral,"intervention, tbn",1
Behavioral,intervention program,1
Behavioral,intervention group coronacope,1
Behavioral,intervention for tecc model,1
Behavioral,intervention for covid-19 preventive protocols,1
Behavioral,intervention app,1
Behavioral,intervention,1
Behavioral,interpersonal psychotherapy,1
Behavioral,internet-based self-help after 3 weeks,1
Behavioral,mencare+/bandebereho fathers'/couples' group education,1
Behavioral,internet-based self-help,1
Behavioral,internet-based guided self-help based on cbt principles,1
Behavioral,internet-based cognitive behavioral therapy,1
Behavioral,internet cognitive behavioral therapy plus chamindwell,1
Behavioral,intermittent prone positioning instructions,1
Behavioral,insurance navigation,1
Behavioral,instrumental activities of daily living shaping,1
Behavioral,informed,1
Behavioral,"knowledge, attitude, practice, awareness, preference",1
Behavioral,kukaa salama: mhealth intervention,1
Behavioral,kundalini yoga and anxiety reduction training,1
Behavioral,lay telephone coaching,1
Behavioral,meditation and anxiety reduction training,1
Behavioral,medication review,1
Behavioral,medical music,1
Behavioral,mechanical ventilator settings and position,1
Behavioral,maslach burnout inventory (mbi),1
Behavioral,low-intensity remote patient monitoring (rpm-low),1
Behavioral,low-concentration essential oil,1
Behavioral,low intensity nudges,1
Behavioral,lottery incentive,1
Behavioral,loss protection,1
Behavioral,lock-down and social distancing,1
Behavioral,lift mindfulness,1
Behavioral,lift,1
Behavioral,lifestyle program,1
Behavioral,lifestyle change promotion program,1
Behavioral,lifestyle (meditation),1
Behavioral,lifestyle (exercise),1
Behavioral,informational videos and social media campaigns encouraging cancer screening.,1
Behavioral,informational sheet,1
Behavioral,information assigned in community,1
Behavioral,heat therapy,1
Behavioral,healthy minds program foundations training,1
Behavioral,healthcare worker focused outreach,1
Behavioral,healthcare providers' communication about the covid-19 vaccine,1
Behavioral,health warning leaflet,1
Behavioral,health care worker survey,1
Behavioral,hbcc project and soap,1
Behavioral,handwashing stations at the public places and no soap,1
Behavioral,hads,1
Behavioral,habit,1
Behavioral,guided online support program,1
Behavioral,growth mindset ssi,1
Behavioral,gratitude,1
Behavioral,gossip intervention,1
Behavioral,geneva emotional competence test (geco),1
Behavioral,generic best practices,1
Behavioral,generalized anxiety disorder-7 (gad-7),1
Behavioral,general recommendation,1
Behavioral,heart rate variability biofeedback,1
Behavioral,high intensity activities,1
Behavioral,independent control,1
Behavioral,high intensity interval training,1
Behavioral,increasing willingness and uptake of covid-19 vaccination,1
Behavioral,increasing willingness and uptake of covid-19 testing and vaccination,1
Behavioral,in-person postoperative visit,1
Behavioral,in-person instruction,1
Behavioral,immediate vs. delayed provision of antibody test results,1
Behavioral,humanistic care,1
Behavioral,hospital: usual care (uc),1
Behavioral,hospital: dd-ca,1
Behavioral,hospital anxiety depression measure,1
Behavioral,hope intervention,1
Behavioral,home-based exercise training,1
Behavioral,home exercise program,1
Behavioral,hiking challenge,1
Behavioral,high-intensity remote patient monitoring (rpm-high),1
Behavioral,high-concentration essential oil,1
Behavioral,high touch multi-pronged behavioral intervention,1
Behavioral,high intensity interval training group,1
Behavioral,meditation app usage,1
Behavioral,mental imagery,1
Behavioral,personal exercise intervention,1
Behavioral,online bibliotherapy programme,1
Behavioral,online psychological intervention for healtchare workers,1
Behavioral,online mindfulness group,1
Behavioral,online lifestyle intervention,1
Behavioral,online kkh sports singapore program with usual care,1
Behavioral,online intervention mental health covid-19,1
Behavioral,online intervention grief covid-19,1
Behavioral,online instruction,1
Behavioral,online cognitive behavioral therapy (cbt),1
Behavioral,occupational health workers,1
Behavioral,message directing subjects to information on covid-19 vaccine safety and efficacy,1
Behavioral,observation of behavior and covid-19 infection will be conducted.,1
Behavioral,observation,1
Behavioral,nurse-community-family partnership intervention,1
Behavioral,nudge,1
Behavioral,non-mindfulness intervention,1
Behavioral,no video,1
Behavioral,no racial inequality highlighting,1
Behavioral,no messaging,1
Behavioral,online social network and collective intelligence intervention,1
Behavioral,online support group,1
Behavioral,online survey,1
Behavioral,onsite point-of-care,1
Behavioral,peer resilience champion,1
Behavioral,peer mentor delivery,1
Behavioral,patient-centred advice on telephone consultation in tb patients:,1
Behavioral,patient mychart scheduling link,1
Behavioral,patient health questionnaire-9 (phq-9),1
Behavioral,patient educational video,1
Behavioral,patient education,1
Behavioral,participate in a massive musical event,1
Behavioral,partial vepmp intervention,1
Behavioral,parentchat for parents of children ages 2-17,1
Behavioral,parent positive,1
Behavioral,overcoming anxiety in pregnancy and postpartum online self-directed program,1
Behavioral,opt-out recruitment email,1
Behavioral,opt-out framing,1
Behavioral,opt-in recruitment email,1
Behavioral,opt-in (in-bound),1
Behavioral,opt-in (call-back),1
Behavioral,no activities of the hbcc project and also no soap (pure control),1
Behavioral,newsfeed function,1
Behavioral,negative covid test result - hypothetical scenario,1
Behavioral,minimal attention control intervention,1
Behavioral,mindfulness-based stress reduction,1
Behavioral,mindfulness-based health promotion,1
Behavioral,mindfulness-based cognitive therapy,1
Behavioral,mindfulness training program,1
Behavioral,mindfulness training (mt) connect,1
Behavioral,mindfulness training,1
Behavioral,mindfulness session(s),1
Behavioral,mindfulness program,1
Behavioral,mindfulness intervention,1
Behavioral,mindfulness based cognitive therapy for resilience during covid-19 plus chamindwell,1
Behavioral,mindfulness alone (mo) intervention,1
Behavioral,mindfulness + compassion intervention (mc),1
Behavioral,mindfullness based cognitive program,1
Behavioral,mind body syndrome therapy for long covid,1
Behavioral,mhealth platform,1
Behavioral,messaging informed by construal level theory,1
Behavioral,messaging,1
Behavioral,mindfulness-sos for refugees,1
Behavioral,minnrap peer support program,1
Behavioral,navigation services,1
Behavioral,mobile mental health app - 1,1
Behavioral,nature+mindfulness,1
Behavioral,nature only,1
Behavioral,narrative writing,1
Behavioral,music therapy,1
Behavioral,muscle relaxation therapy,1
Behavioral,multimodal teleprehabilitation,1
Behavioral,motivational telephone intervention,1
Behavioral,motivational social support from nurse with additional support from significant other,1
Behavioral,motivational social support from nurse,1
Behavioral,motivational interviewing and covid-19 symptom monitoring system,1
Behavioral,motivational interviewing,1
Behavioral,motivation,1
Behavioral,morning yoga-based breathing support,1
Behavioral,mobile phone support,1
Behavioral,mobile mental health app - 4,1
Behavioral,mobile mental health app - 3,1
Behavioral,mobile mental health app - 2,1
Behavioral,general messages,1
Behavioral,general health education,1
Behavioral,general communication message,1
Behavioral,"change in knowledge, motivation, skills, resources",1
Behavioral,clinician endorsement,1
Behavioral,choices and judgements,1
Behavioral,choice of assignment: opt-in,1
Behavioral,choice of assignment: enhanced active choice,1
Behavioral,choice of assignment: active choice,1
Behavioral,chat-based support,1
Behavioral,chat-based instant messaging support,1
Behavioral,change in preference to surgery under covid-19 pandemic.,1
Behavioral,chamindwell,1
Behavioral,gender concordant,1
Behavioral,chair-yoga program,1
Behavioral,chain-referral,1
Behavioral,burnout,1
Behavioral,buddy assigned in community,1
Behavioral,buddy,1
Behavioral,brief skills for safer living,1
Behavioral,brief mindfulness based intervention,1
Behavioral,brief interpersonal telepsychotherapy,1
Behavioral,co-mestring (co-coping),1
Behavioral,"coaching, cleaning, communication, collaboration",1
Behavioral,cognitive and behavioral intervention.,1
Behavioral,cognitive behavioral brief-telepsychotherapy,1
Behavioral,convenient scheduling link,1
Behavioral,controls,1
Behavioral,control period,1
Behavioral,contain covid anxiety ssi,1
Behavioral,connect2test intervention,1
Behavioral,concurrent treatment of ptsd and substance use disorders using prolonged exposure (cope),1
Behavioral,computer task questionnaires,1
Behavioral,compass,1
Behavioral,comparison group,1
Behavioral,comparator,1
Behavioral,"community-based, mobile van testing",1
Behavioral,community organization led outreach,1
Behavioral,communication,1
Behavioral,combination,1
Behavioral,com-covid anonimous survey,1
Behavioral,collection of odour samples,1
Behavioral,cognitive training,1
Behavioral,brief informational infographic,1
Behavioral,brief educational video,1
Behavioral,brief counseling,1
Behavioral,assigned strategies: active choice,1
Behavioral,antimicrobial stewardship prospective audit and feedback,1
Behavioral,ama acknowledgement drug pricing,1
Behavioral,african american sender in informational videos.,1
Behavioral,african american sender acknowledgement,1
Behavioral,advance care planning video and conversation,1
Behavioral,advance care planning video,1
Behavioral,active control:healthy living,1
Behavioral,act,1
Behavioral,"acp educator led, video assisted discussion",1
Behavioral,acknowledgement racial injustice ama,1
Behavioral,acceptance and commitment therapy (act) exercises,1
Behavioral,a survey,1
Behavioral,a $20 survey incentive,1
Behavioral,a $10 survey incentive,1
Behavioral,5-week prevention program,1
Behavioral,4-week intervention,1
Behavioral,2: no instruction regarding positioning,1
Behavioral,anxiety reduction training,1
Behavioral,assigned strategies: enhanced active choice,1
Behavioral,brief cognitive behavioral therapy,1
Behavioral,assigned strategies: opt-in,1
Behavioral,brief behavioral activation with mental imagery,1
Behavioral,breast feeding adherence,1
Behavioral,brac's business-as-usual,1
Behavioral,blended gaming covid-19 training system (bgcts),1
Behavioral,biobehavioral tele-rehabilitation sessions,1
Behavioral,best message alone,1
