NCTId,StudyFirstSubmitDate,StartDate,StartDateType,InterventionType,InterventionName,InterventionOtherNameList
NCT04681859,"December 22, 2020","April 17, 2021",Actual,Device,Continuous Positive Airway Pressure (CPAP) therapy using OxyJet,
NCT04419571,"June 4, 2020","March 23, 2020",Actual,Procedure,Emergency Laparotomy,
NCT04871776,"April 30, 2021",June 2021,Anticipated,Behavioral,Messaging informed by construal level theory,
NCT04871776,"April 30, 2021",June 2021,Anticipated,Behavioral,Usual Care,
NCT04896060,"May 19, 2021","June 21, 2021",Anticipated,,,
NCT04591704,"October 16, 2020","March 20, 2020",Actual,Other,"hospitalisation, necessity of ICU, mortality rate, lung involvement",
NCT04407559,"May 27, 2020","May 1, 2020",Actual,Other,Serological analyses to be lead on a pre-existing biobank,
NCT04390477,"May 7, 2020","May 4, 2020",Actual,Dietary Supplement,Probiotic,
NCT04614948,"November 3, 2020","November 16, 2020",Actual,Biological,Ad26.COV2.S,JNJ-78436735|Ad26COVS1|VAC31518
NCT04614948,"November 3, 2020","November 16, 2020",Actual,Other,Placebo,
NCT04563208,"September 21, 2020","December 9, 2020",Actual,Drug,Placebo,
NCT04563208,"September 21, 2020","December 9, 2020",Actual,Drug,DuACT,
NCT04547283,"September 9, 2020","June 14, 2020",Actual,Other,Usual Care,
NCT04547283,"September 9, 2020","June 14, 2020",Actual,Other,APPS,
NCT04361565,"April 22, 2020","March 20, 2020",Actual,,,
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Biological,GBP510 adjuvanted with AS03 (RBD 10μg/dose) - Stage 1,GBP510-AS03-10μg
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Biological,GBP510 (RBD 10μg/dose) - Stage 1,GBP510-10μg
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Other,Normal saline (0.9% sodium chloride solution) - Stage 1,
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Biological,GBP510 adjuvanted with AS03 (RBD 25μg/dose) - Stage 1,GBP510-AS03-25μg
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Biological,GBP510 (RBD 25μg/dose) - Stage 1,GBP510-25μg
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Other,Normal saline (0.9% sodium chloride solution) - Stage 1,
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Biological,GBP510 adjuvanted with AS03 (RBD 10μg/dose) - Stage 2,GBP510-AS03-10μg
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Biological,GBP510 adjuvanted with AS03 (RBD 25μg/dose)- Stage 2,GBP510-AS03-25μg
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Biological,GBP510 (RBD 25μg/dose)- Stage 2,GBP510-25μg
NCT04750343,"February 10, 2021","February 3, 2021",Actual,Other,Normal saline (0.9% sodium chloride solution)- Stage 2,
NCT04397796,"May 18, 2020","August 3, 2020",Actual,Biological,BM-Allo.MSC,
NCT04397796,"May 18, 2020","August 3, 2020",Actual,Biological,Placebo,
NCT04403477,"May 20, 2020","May 20, 2020",Actual,Biological,Convalescent plasma,Plasma therapy
NCT04475211,"July 10, 2020","August 10, 2020",Actual,,,
NCT04598620,"October 21, 2020","September 19, 2020",Actual,,,
NCT04569383,"September 21, 2020","October 5, 2020",Actual,Biological,MVA-SARS-2-S vaccinations (days 0 & 28),
NCT04412369,"May 27, 2020",June 2020,Anticipated,Diagnostic Test,Non-invasive cardiac imaging,
NCT04471649,"July 7, 2020","June 15, 2020",Actual,,,
NCT04742738,"February 4, 2021","January 20, 2021",Actual,Biological,GBP510 adjuvanted with Alum (RBD 10μg/dose) - Stage 1,GBP510-Alum-10μg
NCT04742738,"February 4, 2021","January 20, 2021",Actual,Other,Normal saline (0.9% sodium chloride solution) - Stage 1,
NCT04742738,"February 4, 2021","January 20, 2021",Actual,Biological,GBP510 adjuvanted with Alum (RBD 25μg/dose) - Stage 1,GBP510-Alum-25μg
NCT04742738,"February 4, 2021","January 20, 2021",Actual,Other,Normal saline (0.9% sodium chloride solution) - Stage 1,
NCT04742738,"February 4, 2021","January 20, 2021",Actual,Biological,GBP510 adjuvanted with Alum (RBD 10μg/dose) - Stage 2,GBP510-Alum-10μg
NCT04742738,"February 4, 2021","January 20, 2021",Actual,Biological,GBP510 adjuvanted with Alum (RBD 25μg/dose)- Stage 2,GBP510-Alum-25μg
NCT04742738,"February 4, 2021","January 20, 2021",Actual,Other,Normal saline (0.9% sodium chloride solution)- Stage 2,
NCT04872738,"May 2, 2021","May 7, 2021",Actual,Other,Survey,
NCT04488562,"June 2, 2020","May 8, 2020",Actual,,,
NCT04362111,"April 21, 2020","July 29, 2020",Actual,Drug,Anakinra,recombinant human IL-ra (rhIL-1ra)
NCT04362111,"April 21, 2020","July 29, 2020",Actual,Drug,Normal saline,NS
NCT04756141,"February 12, 2021","March 3, 2021",Actual,Device,Continuous Glucose Monitor (CGM),
NCT04581018,"August 11, 2020","August 13, 2020",Actual,Other,Health supplements,
NCT04375735,"April 22, 2020","July 1, 2020",Anticipated,Drug,Bovine Lipid Extract Surfactant,BLES|Lung Surfactant|Bovine
NCT04525716,"August 21, 2020","March 1, 2020",Actual,Other,COVID-19 infection status,
NCT04712045,"January 11, 2021","August 1, 2020",Actual,Other,New PPE,
NCT04712045,"January 11, 2021","August 1, 2020",Actual,Other,Old PPE,
NCT04480398,"July 18, 2020","May 12, 2020",Actual,Drug,Guduchi Ghan Vati,Giloy Ghan Vati
NCT04780334,"March 2, 2021",April 2021,Anticipated,Diagnostic Test,COVID-19 RT-PCR,
NCT04780334,"March 2, 2021",April 2021,Anticipated,Diagnostic Test,Biosensor,
NCT04609423,"October 22, 2020","November 10, 2020",Actual,Dietary Supplement,Cod liver oil,10 ug of vitamin D and 1 g n-3 LCPUFA|Tran
NCT04609423,"October 22, 2020","November 10, 2020",Actual,Dietary Supplement,Corn oil (placebo),
NCT04510454,"August 11, 2020","November 2, 2020",Actual,Diagnostic Test,Nasopharyngeal and throat/oropharyngeal swabs analyses by RT-PCR and ddPCR,
NCT04525378,"July 31, 2020","July 1, 2020",Actual,Other,Mesenchymal stromal cell-based therapy,
NCT04663659,"December 10, 2020","March 15, 2020",Actual,Other,no intervention,
NCT04844567,"March 18, 2021","November 26, 2020",Actual,Device,COVVR,
NCT04568863,"September 28, 2020","June 20, 2020",Actual,Drug,Melatonin intravenous,
NCT04568863,"September 28, 2020","June 20, 2020",Actual,Drug,Placebo intravenous,
NCT04525287,"August 20, 2020","February 20, 2020",Actual,,,
NCT04383886,"May 8, 2020","April 18, 2020",Actual,Other,stress and anxiety questionnaire,
NCT04507893,"August 5, 2020","March 15, 2020",Actual,Other,"Clinical, laboratory and imaging characteristics of pneumonia",
NCT04813770,"March 23, 2021","April 6, 2021",Actual,Behavioral,Theory-based messages,
NCT04813770,"March 23, 2021","April 6, 2021",Actual,Behavioral,General messages,
NCT04854863,"April 15, 2021","August 1, 2021",Anticipated,Diagnostic Test,Comprehensive assessment of respiratory muscle function.,
NCT04628000,"November 11, 2020","October 27, 2020",Actual,Other,Vitamin D,Vitamin D deficiency
NCT04367714,"April 27, 2020","March 15, 2020",Actual,,,
NCT04823234,"March 26, 2021","March 10, 2021",Actual,Diagnostic Test,Lung ultrasound,
NCT04616950,"November 4, 2020","December 1, 2020",Actual,,,
NCT04450277,"June 25, 2020","April 1, 2020",Actual,Procedure,Emergency surgery,
NCT04817553,"March 24, 2021","March 24, 2021",Actual,Other,exposure to COVID19,
NCT04834882,"March 31, 2021","January 20, 2021",Actual,Other,Data collection (,
NCT04353336,"April 15, 2020","March 23, 2020",Actual,Drug,Chloroquine or Hydroxychloroquine,"alexoquine, chloroquine, Hydroquine"
NCT04920357,"May 31, 2021","March 31, 2021",Actual,Drug,Vaccination,
NCT04844554,"March 29, 2021","April 19, 2021",Anticipated,Other,HD-tDCS 4mA,
NCT04844554,"March 29, 2021","April 19, 2021",Anticipated,Other,HD-tDCS 2mA,
NCT04813471,"March 22, 2021","January 20, 2021",Actual,Drug,Endothelial Protocol,nicorandil|Atorvastatin or home statin|Folic acid|vitamin B complex|L-argining
NCT04671017,"December 15, 2020","December 16, 2020",Actual,Biological,VLA2001,
NCT04615000,"November 3, 2020","October 29, 2020",Actual,Diagnostic Test,SARS-CoV-2 serological assessment (IgG),
NCT04394429,"May 18, 2020","April 24, 2020",Actual,,,
NCT04622748,"September 6, 2020","July 10, 2020",Actual,Behavioral,Trier Social Stress Test,
NCT04593654,"October 16, 2020","March 1, 2020",Actual,Drug,Dose of tinzaparin or dalteparin,Innohep/Fragmin
NCT04579549,"October 6, 2020","September 29, 2020",Actual,Device,Saliva Assay,
NCT04882670,"February 16, 2021","February 1, 2021",Actual,,,
NCT04391686,"May 15, 2020","July 3, 2020",Actual,Diagnostic Test,indirect calorimetry,
NCT04656613,"November 30, 2020",December 2020,Anticipated,Biological,Gam-COVID-Vac,Sputnik V
NCT04656613,"November 30, 2020",December 2020,Anticipated,Other,placebo,
NCT04573270,"September 23, 2020","April 24, 2020",Actual,Biological,PrimePro,
NCT04573270,"September 23, 2020","April 24, 2020",Actual,Other,Placebo,
NCT04734223,"January 29, 2021","April 1, 2020",Actual,Diagnostic Test,Neuroimaging Findings in Patients With COVID-19,
NCT04510038,"August 10, 2020","January 1, 2020",Actual,Drug,Colchicine,Colcrys
NCT04510038,"August 10, 2020","January 1, 2020",Actual,Other,Covid-19 Standard of Care,
NCT04387786,"May 11, 2020","March 31, 2020",Actual,Drug,Dornase Alfa,albuterol
NCT04616001,"November 2, 2020","November 1, 2020",Anticipated,Drug,IVIG,Octagam
NCT04858607,"April 21, 2021","April 19, 2021",Actual,Diagnostic Test,Blood sample,
NCT04858607,"April 21, 2021","April 19, 2021",Actual,Diagnostic Test,Saliva sample,
NCT04550325,"September 10, 2020","August 5, 2020",Actual,Biological,Kamada Anti-SARS-CoV-2,
NCT04383613,"May 5, 2020","May 15, 2020",Actual,Other,Prone positioning,
NCT04337320,"April 5, 2020","March 15, 2020",Actual,Other,newborns from covid 19 positive mothers,
NCT04492228,"July 25, 2020","September 1, 2020",Actual,Other,Ketogenic diet,
NCT04514874,"August 14, 2020","September 1, 2020",Actual,Other,Questionnaire,
NCT04586140,"October 12, 2020","November 9, 2020",Actual,,,
NCT04470739,"July 12, 2020","May 30, 2020",Actual,Diagnostic Test,chest x-ray,
NCT04909476,"May 28, 2021","November 17, 2020",Actual,Procedure,Endotracheal intubation,
NCT04394000,"May 16, 2020","May 4, 2020",Actual,Other,thromboprofylaxis protocol,
NCT04394000,"May 16, 2020","May 4, 2020",Actual,Other,standard protocol,
NCT04341103,"March 16, 2020","April 1, 2020",Anticipated,,,
NCT04597853,"October 19, 2020","March 1, 2021",Actual,Diagnostic Test,Assessment of lung mechanics and heart-lung interactions,
NCT04438837,"June 18, 2020",July 2020,Anticipated,Drug,Hydroxychloroquine,Plaquenil
NCT04341285,"March 30, 2020","August 1, 2020",Anticipated,Procedure,ECMO Implantation,
NCT04800146,"March 10, 2021","February 25, 2021",Actual,Procedure,Blood sample,
NCT04700137,"January 5, 2021","January 18, 2021",Actual,Other,Caring Contacts Plus Introductory Phone Call (CC+),
NCT04700137,"January 5, 2021","January 18, 2021",Actual,Other,Caring Contacts without an introductory phone call (CC),
NCT04824365,"March 26, 2021","April 12, 2021",Actual,Drug,Sodium Pyruvate,N115
NCT04824365,"March 26, 2021","April 12, 2021",Actual,Other,Saline,
NCT04475562,"July 15, 2020","April 6, 2020",Actual,Device,Aeonose,
NCT04526405,"August 6, 2020","July 14, 2020",Actual,Diagnostic Test,SARS-CoV-2 S1/S2 IgG,
NCT04760704,"February 17, 2021","February 19, 2021",Actual,Biological,Specific antibody and cellular immune response after anti-SARS-CoV-2 vaccine administration,
NCT04354584,"April 13, 2020","April 6, 2020",Actual,,,
NCT04659772,"December 7, 2020","December 3, 2020",Actual,Drug,Clazakizumab,
NCT04659772,"December 7, 2020","December 3, 2020",Actual,Drug,Placebo,
NCT04603963,"October 25, 2020","June 1, 2020",Actual,Device,power breathe,
NCT04542044,"September 2, 2020","April 2, 2020",Actual,Other,management strategy of outpatient with mild to moderate SARS-CoV-2 pneumonia,
NCT04410562,"May 26, 2020","May 13, 2020",Actual,Drug,Hydroxychloroquine,Dolquine
NCT04410562,"May 26, 2020","May 13, 2020",Actual,Drug,Placebo,
NCT04699903,"December 29, 2020","December 28, 2020",Anticipated,Diagnostic Test,POC SARS-Cov-2 IgG Antibody test,
NCT04617119,"October 28, 2020","November 1, 2020",Anticipated,Device,Threshold IMT device,
NCT04617119,"October 28, 2020","November 1, 2020",Anticipated,Other,Conventional physical therapy,
NCT04629989,"November 13, 2020","November 13, 2020",Actual,Other,Standard Oxygen Delivery System,
NCT04629989,"November 13, 2020","November 13, 2020",Actual,Other,Double-Trunk Mask,
NCT04629989,"November 13, 2020","November 13, 2020",Actual,Other,Surgical Mask,
NCT04331665,"April 1, 2020","May 21, 2020",Actual,Drug,Ruxolitinib,JAKAVI
NCT04706416,"December 31, 2020","November 14, 2020",Actual,Dietary Supplement,N-acetyl glucosamine (NAG),
NCT04408391,"May 26, 2020","May 20, 2020",Actual,Other,Brain MRI scan,
NCT04360759,"April 22, 2020","May 1, 2020",Anticipated,Drug,Chloroquine or hydroxychloroquine,
NCT04899232,"May 20, 2021","June 17, 2021",Anticipated,Drug,Antithrombin III,Thrombate III
NCT04298814,"February 26, 2020","August 7, 2020",Anticipated,Other,severe covid-19 pneumonia with ET,
NCT04609501,"October 22, 2020","June 1, 2020",Actual,,,
NCT04503434,"June 11, 2020","May 15, 2020",Actual,,,
NCT04379375,"May 4, 2020","July 27, 2020",Actual,Behavioral,Nudge,
NCT04278963,"February 19, 2020","February 27, 2020",Actual,Drug,YinHu QingWen Decoction,
NCT04278963,"February 19, 2020","February 27, 2020",Actual,Drug,YinHu QingWen Decoction(low dose),
NCT04278963,"February 19, 2020","February 27, 2020",Actual,Other,Chinese medicine treatment,
NCT04278963,"February 19, 2020","February 27, 2020",Actual,Other,standard western medicine treatment,
NCT04510402,"August 10, 2020",August 2020,Anticipated,Drug,Povidine iodine nasal swabs,
NCT04735757,"January 14, 2021","February 3, 2021",Actual,Other,Contrast-enhanced MRI,
NCT04735757,"January 14, 2021","February 3, 2021",Actual,Other,Measurement of respiratory muscle force,
NCT04537806,"September 1, 2020","December 18, 2020",Actual,Drug,Brexanolone,Allopregnanolone|Zulresso|SAGE-547
NCT04537806,"September 1, 2020","December 18, 2020",Actual,Drug,Placebo,
NCT04480411,"July 17, 2020",June 2021,Anticipated,Behavioral,Doctorgram Patient Kit,
NCT04479124,"July 19, 2020","March 10, 2020",Actual,Diagnostic Test,COVID-19 PCR,
NCT04927169,"June 14, 2021","March 1, 2021",Actual,Drug,Interleukin-7,CYT107
NCT04927169,"June 14, 2021","March 1, 2021",Actual,Drug,PLACEBO,SALINE
NCT04667923,"December 11, 2020","October 1, 2020",Actual,Diagnostic Test,Respiratory monitoring,
NCT04667923,"December 11, 2020","October 1, 2020",Actual,Diagnostic Test,Respiratory muscles ultrasound,
NCT04667923,"December 11, 2020","October 1, 2020",Actual,Diagnostic Test,Electro impedance tomography,
NCT04667923,"December 11, 2020","October 1, 2020",Actual,Diagnostic Test,Capnography,
NCT04667923,"December 11, 2020","October 1, 2020",Actual,Diagnostic Test,Arterial blood gas,
NCT04667923,"December 11, 2020","October 1, 2020",Actual,Diagnostic Test,Quasistatic pressure-volume curve,
NCT04567979,"September 25, 2020","June 11, 2020",Actual,,,
NCT04372589,"April 24, 2020","May 20, 2020",Actual,Drug,Heparin,
NCT04495803,"July 30, 2020","September 1, 2020",Actual,Other,Cognitive Behavioural Group Therapy for Perinatal Anxiety,
NCT04851561,"April 11, 2021","March 2, 2021",Actual,Diagnostic Test,Cardiopulmonary stress test (CPET),Blood sampling
NCT04318444,"March 20, 2020","March 29, 2020",Actual,Drug,Hydroxychloroquine,Plaquenil
NCT04318444,"March 20, 2020","March 29, 2020",Actual,Drug,Placebo oral tablet,
NCT04641806,"November 20, 2020","December 15, 2020",Anticipated,,,
NCT04395105,"May 16, 2020","May 21, 2020",Actual,Drug,High-Dose Dexamethasone,Corticosteroid
NCT04341415,"April 7, 2020","April 9, 2020",Actual,Procedure,Auricular neuromodulation,VERUM
NCT04341415,"April 7, 2020","April 9, 2020",Actual,Procedure,Control,SHAM
NCT04579640,"October 6, 2020","October 27, 2020",Actual,Dietary Supplement,Vitamin D,
NCT04537858,"August 29, 2020","June 18, 2020",Actual,Device,Virtual reality therapy first,
NCT04537858,"August 29, 2020","June 18, 2020",Actual,Device,Conventional therapy first,
NCT04912921,"October 15, 2020","October 20, 2020",Actual,Dietary Supplement,palmitoylethanolamide,Levagen
NCT04912921,"October 15, 2020","October 20, 2020",Actual,Dietary Supplement,Placebo,microcrystalline cellulose
NCT04402203,"May 19, 2020",May 2020,Anticipated,Drug,Favipiravir,
NCT04402203,"May 19, 2020",May 2020,Anticipated,Drug,Only Standard Treatment,
NCT04581746,"September 22, 2020","November 25, 2020",Actual,Other,questionnaire,
NCT04462393,"July 6, 2020","March 6, 2020",Actual,Other,Admission to ICU for COVID-19,
NCT04357574,"April 20, 2020","April 14, 2020",Actual,Other,Telehealth,
NCT04441502,"June 12, 2020","March 30, 2020",Actual,,,
NCT04382417,"May 4, 2020","March 26, 2020",Actual,Other,Observational study,
NCT04467840,"July 9, 2020","August 21, 2020",Actual,Drug,Opaganib,Yeliva|ABC294640
NCT04467840,"July 9, 2020","August 21, 2020",Actual,Drug,Placebo,
NCT04411576,"May 26, 2020","April 23, 2020",Actual,Diagnostic Test,Throat swab sample for measuring current infection with SARS-CoV-2,
NCT04411576,"May 26, 2020","April 23, 2020",Actual,Diagnostic Test,Blood sample for serology to measure past infection with SARS-CoV-2,
NCT04682548,"December 22, 2020","January 5, 2021",Actual,,,
NCT04353011,"April 15, 2020","April 20, 2020",Actual,Other,questionnaire assesment,
NCT04351633,"April 15, 2020","April 23, 2020",Actual,Other,questionnaire assesment,
NCT04910243,"May 28, 2021","June 1, 2021",Anticipated,Other,Questionnaire Survey,
NCT04505722,"July 31, 2020","September 7, 2020",Actual,Biological,Ad26.COV2.S,JNJ-78436735|Ad26COVS1
NCT04505722,"July 31, 2020","September 7, 2020",Actual,Other,Placebo,
NCT04432779,"June 15, 2020","May 25, 2020",Actual,Other,no intervention,
NCT04402944,"May 12, 2020","July 5, 2020",Actual,Drug,Pulmozyme,Dornase alfa
NCT04402944,"May 12, 2020","July 5, 2020",Actual,Drug,Placebo,
NCT04864899,"March 19, 2021","June 1, 2021",Anticipated,Diagnostic Test,Cardiac Magnetic Resonance Imaging (CMR),
NCT04864899,"March 19, 2021","June 1, 2021",Anticipated,Diagnostic Test,Blood test,
NCT04864899,"March 19, 2021","June 1, 2021",Anticipated,Diagnostic Test,6-minute walk test,
NCT04475575,"July 15, 2020","April 6, 2020",Actual,Device,Aeonose,
NCT04388670,"May 12, 2020","February 22, 2020",Actual,,,
NCT04355364,"April 15, 2020","April 21, 2020",Actual,Drug,Dornase Alfa Inhalation Solution [Pulmozyme],
NCT04355364,"April 15, 2020","April 21, 2020",Actual,Procedure,standard procedure,
NCT04479137,"July 18, 2020","March 10, 2020",Actual,Diagnostic Test,PCR for COVID-19,
NCT04633915,"November 15, 2020","November 26, 2020",Actual,,,
NCT04865133,"April 22, 2021","March 31, 2021",Actual,Procedure,Biospecimen Collection,
